shortForm	longForm
PECLA	pumpless extracorporeal lung-assist, assistance pulmonaire extracorporelle sans pompe
PEEK	Polyetheretherketone,
PEEK	Polyetherethercetone
PEEP/PEP	positive end-expiratory pressure, pression expiratoire positive
PEG / GEP	Percutaneous endoscopic gastrostomy,
PEG / GEP	Gastrostomie endoscopique percutanee
PEIC	processus expansif intra-cranien
PEJ/JEP	percutaneous endoscopic jejunostomy, jejunostomie endoscopique percutanee
PEM	potentiels evoques moteurs
PEP	Prophylaxie post-exposition
PES	potentiels evoques somesthesiques
PESI	Pulmonary embolism severity index,
PESI	Score de risque d'embolie pulmonaire (5 classes <66 - >125)
PET	Positron emission tomography,
PET	Tomographie par emission de positons (scanner)
PEV	potentiels evoques visuels
PEX	syndrome pseudo-exfoliatif (glaucome)
PEX / PXF / PXS / PEF	pseudoexfoliation syndrome, syndrome pseudo-exfoliatif
PF	paralysie faciale
PFA	Pulsed field ablation,
PFA	Ablation en champ pulse
PFA	Paralysie flasque aigue
PFAPA	Periodic fever aphtous stomatitis pharyngitis adenitis,
PFAPA	Syndrome de Marshall
PFC / FFP	Plasma frais congele,
PFC / FFP	Fresh frozen plasma
PFC	Paralysie faciale centrale
PFC	Perfluorocarbone
PFCip / piFFP	Plasma frais congele avec inactivation des pathogenes,
PFCip / piFFP	Pathogen inactivated fresh frozen plasma
PFCq / qFFP	Plasma frais congele securise par quarantaine,
PFCq / qFFP	Quarantine fresh-frozen plasma
PFE	poids foetal estime
PFLA	pneumonie franche lobaire aigue
PFN	proximal femur nail, clou dans le femur proximal
PFP	paralysie faciale peripherique
PGE1	prostaglandine
PGO / TBI	pression au gros orteil, toe brachial index
PGP	paralysie generale progressive
PH	Potentiel hydrogene
PH	Pression hydrostatique
PH	praticien hospitalier
pH	Potentiel hydrogene
pH	Pression hydrostatique
pH	praticien hospitalier
PHC	Pression hydrostatique capillaire, pression de filtration
PHC	psychose hallucinatoire chronique
PHc	Pression hydrostatique capillaire, pression de filtration
PHc	psychose hallucinatoire chronique
PHLA	post-heparin lipolytic activity,
PHLA	activite lipo-lytique du plasma post-heparine
PHS	Pneumopathie d'hypersensibilite fibrosante
PHS	Purpura de Henoch-Schonlein
PHT	pressure half-time, temps de demi-croissance de l'onde
Pi-RADS	Prostate imaging - reporting and data system,
Pi-RADS	Systeme de rapport et de donnees d'imagerie de la prostate (evaluation IRM avec score de 1 a 5)
PIC	pression intra-cranienne
PICA	Postero-inferior cerebellar artery,
PICA	Artere cerebelleuse postero-inferieure
PICC	peripherally inserted central catheter, catheter central insere en peripherie
PICCO	pulse index continuous cardiac output, analyse du debit cardiaque par contour de l'onde de pouls
PICIR	polarization insensitive optical circulator,
PICIR	circulateur optique insensible a la polarisation, test neurologique
PICSO	Pressure-controlled intermittent coronary sinus occlusion,
PICSO	Occlusion intermittente du sinus cororaire par systeme a impulsions (catheter)
PID	pelvic inflammatory disease, maladie inflammatoire pelvienne (chez la femme)
PID	pneumopathies interstitielles diffuses, diffuse parenchymal lung diaseases
PIDC / CIDP	polyneuropathie inflammatoire demyelinisante chronique, chronic inflammatory demyelinating polyneuropathy
PIGD	postural instability and gait disorder, instabilite posturale et troubles de l'equilibre
PIHP	psychosis-intermittent hyponatremia-poydipsia syndrome,
PIHP	syndrome d'alternance hyponatremie-polydipsie psychogene
PILA	pumpless interventional lung assist, ILA sans pompe, mini ECMO
PIM	Pediatric index of mortality,
PIM	Indice de mortalite infantile
PIN	Posterior interosseous nerve,
PIN	Nerf interosseux posterieur
PIN	prostate intraepithelial neoplasia, foyers de neoplasie intra-epithelial
PINI	pronostic inflammatory and nutritional index, indice pronostique inflammatoire et nutritionnel
PINS/NSIP	Pneumopathie interstitielle non specifique, Non-specific interstitial pneumonia
PIO	pression intra-oculaire
PIP	proximale inter-phalangienne
PIPAC	Pressurized intraperitoneal aerosol chemotherapy,
PIPAC	Chimiotherapie intraperitoneale vaporisee
PITAC	Pressurized intrathoracic aerosol chemotherapy,
PITAC	Chimiotherapie intrathoracique vaporisee
PIV	parainfluenza virus, virus paragrippaux
PJI	Perirosthetic joint infection,
PJI	Infection articulaire periprothetique
PJP	Pneumocystis jiroveci pneumonia,
PJP	Pneumonie a pneumocystis jiroveci
PKAN	pantothenate kinase-associated neurogegeneration, NBIA ou syndrome d'Hallervorden-Spatz
PKI	Pneumatose kystique intestinale
PKP	pseudokyste pancreatique
PKR	photokeratectomie refractive
PKRD/PKD	polykystose renale autosomique dominante, polykystose hepatorenale
PL	ponction lombaire
PLA	acide polylactique (polymere biodegradable)
PLAFA	placement a des fins d'assistance
PLAX / LAX	Parasternal long axis, long axis
PLAX / LAX	Grand axe parasternal, grand axe
PLEDS	periodic lateralized epileptiform discharges, decharges epileptiformes lateralisees
PLIF	posterior lumbar interbody fusion, arthrodese lombaire par voie posterieure
PLMS	Periodic limb movements in sleep,
PLMS	Mouvements periodiques des jambes au cours du sommeil
PLS	position laterale de securite
PLT	plaquettes
PM	pacemaker, stimulateur cardiaque
PMA	procreation medicalement assistee
PMD	psychose maniaco-depressive
PMD	psychose maniaco-depressive (trouble bi-polaire)
PMI	protection maternelle et infantile
PMK	Pace-maker
PML	progressive multifocal leuco-encephalopathy, leuco-encephalopathie multifocale progressive
PMMA	polymethyl methacrylate, methacrylate de polymethyle (vertebroplastie)
PMN	polymorphonuclear leukocytes, leucocytes polymorphonucleaires
PMO	Ponction de moelle osseuse
PMO	prelevements multi-organes
PMP	Pseudomyxome peritoneal,
PMP	Pseudomyxoma peritonei
PMS	poumons
PMSI	programme de medicalisation des systemes d'information
PN	polynucleaire
PNA	pyelonephrite aigue
PNB	polynucleaire basophile
PNDM	permanent neonatal diabetes mellitus
PNE	polynucleaire eosinophile
PNES / CNEP	Psychogenic nonepileptic seizures, crise non-epileptique psychogene
PNET	primitive neuroectodermal tumor, tumeur neuroectodermique primitive
PNF	Pression nette de filtration
PNI	pression arterielle non invasive
PNN	polynucleaire neutrophile
PNP	Purine nucleoside phophorylase
PNP	polyneuropathie peripherique
PNX / PNO	pneumothorax
po	Pression osmotique, pression colloido-osmotique
po	per os, administration orale de medicaments ou nourriture (en opposition a NPO, nihil per os)
PO	Pression osmotique, pression colloido-osmotique
PO	per os, administration orale de medicaments ou nourriture (en opposition a NPO, nihil per os)
POA	paraosteoarthropathie
POc	Pression colloido-osmotique, pression oncotique
POC / COP	Pneumopathie organisee cryptogenique,
POC / COP	Cryptogenic organizing pneumonia
POCI	posterior circulation infarct, infarctus cerebral posterieur
POCS	Peroral cholangioscopy system
POCS	Cholangioscopy perorale
POCS	Cholangioscopie perorale
POCS / CSWS	Pointes a ondes continues du sommeil,
POCS / CSWS	Continuous spikes and waves during sleep
POCT	point of care testing,
POCT	analyses rapides de laboratoire (urgences)
POCUS	Point of car ultrasound
POD	Pression auriculaire droite
POEM	per oral endoscopic myotomy, traitement endoscopique de l'achalasie
POEMS	syndrome : polyneuropathie, organomegalie, endocrinopathie, dysglobulinemie monoclonale, anomalie cutanee (skin changes)
POIC	Pseudo obstruction intestinale chronique
POL	posterior oblique ligament, ligament menisco-femoral posterieur (ligament de Wrisberg)
POM	paralysie du nerf oculomoteur
POMC	pro-opiomelanocortine
PONV	postoperative nausea and vomiting, nausees et vomissements post-operatoires
POP	Prolapsus des organes pelviens
POPE	Post-obstructive pulmonary edema,
POPE	Oedeme pulmonaire post-obstructif
POPS	Peroral pancreatoscopy,
POPS	Endoscopie perorale du canal pancreatique
PORP	partial ossicular reconstruction prosthesis, prothese partielle de reconstruction des osselets (tympanoplastie II)
POST / STOP	postural othostatic tachicardia syndrom, syndrome de tachycardie othostatique posturale
POSTS	Positive occipital sharp transients of sleep,
POSTS	Pointes occipitales positives du sommeil
POT	Proximal optimisation technique,
POT	Technique d'optimisation proximale (inflation partie prox. de stent)
PP	Psychotherapeute
PP	placenta praevia
PPC	pression de perfusion cerebrale
PPD	purified protein derivative, derive proteique purifie (depistage de tuberculose)
PPEA	Pole perinatalite, enfance et adolescence
PPI	Post-pacing interval,
PPI	Cycle de retour apres stimulation
PPLO	Pleuropneumonia-like organisms, Peri-pneumonie a mycoplasmes
PPN	Peripheral parenteral nutrition,
PPN	Nutrition parenterale peripherique
PPO	Polypointe-onde
PPR	Pointes positives rolandiques
PPR	pseudo-polyarthrite rhizomelique
PPR / PRP	photocoagulation panretinienne,
PPR / PRP	panretinal photocoagulation
PPRST	poumon, prostate, rein, sein, thyroide (localisation de cancers osteophiles)
PPS	Postpericardiotomy syndrome,
PPS	Syndrome post-cardiotomie
PPS	programme personnalise de soins
PPVG	paroi posterieure du ventricule gauche
pQCT	Peripheral quantitative computed tomography,
pQCT	Tomographie quantitative peripherique par ordinateur
PR	prelevement rectal
PR / PCE	polyarthrite rhumatoide
PRAM	pediatric respiratory assessment measure, index d'evalutation respiratoire (echelle de 0 a 12)
PRCA	Pure red cell aplasia,
PRCA	Aplasie medullaire pure de precurseurs de globules rouges = erythroblastopenie pure
PRE	pancreatographie retrograde endoscopique
PRES / SEPR	posterior reversible encephalopathy syndrome, syndrome d'encephalopathie posterieure reversible
PRL	prolactine
PRN	pro re nata, au besoin
PrP	prion protein, prion
PrP	plasma riche en plaquettes
PRP	prion protein, prion
PRP	plasma riche en plaquettes
PRR	pathogen recognition receptor,
PRR	recepteur de reconnaissance d'agents pathogenes
PS	precautions standard
PSA	prostatic specific antigen, antigene specifique de prostate
PSARP	Posterior sagittal anorectoplasty,
PSARP	Anorectoplastie sagitalle posterieure
PSAX / SAX	Parasternal short axis, Short axis
PSAX / SAX	Axe court parasternal, Axe court
PSC	Pustulose sous-cornee
PSDP	pneumocoque de sensibilite diminuee a la penicilline
PSE	pousse-seringue electrique
PSF	paraplegies spastiques familiales
PSF	ponction de sang foetal
PSH	periarthrite scapulo-humerale
PSL	produit sanguin labile
PSMA	Prostate specific membrane antigen,
PSMA	Antigene membranaire prostatique specifique
PSO	Pedicle substraction osteotomy, osteotomie par soustraction pediculaire
PSO	perte de substance osseuse
PSP	paralysie supranucleaire progressive (maladie de Steele-Richardson-Olszewski)
PSVT	Paroxysmal supraventricular tachycardia, tachycardie supraventriculaire paroxysmique
PT	phototherapie
PTBA	ponction transbronchique a l'aiguille
PTCA	percutaneous transluminal coronary angioplasty, angioplastie coronaire transluminale percutanee
PTCL / LPT	peripheral T-cell lymphome, lymphome peripherique T
PTDM	Post transplant diabetes mellitus,
PTDM	Diabete post-transplantation
PTDVG	pression telediastolique du ventricule gauche
PTE	prothese totale d'epaule
PTFE	prothese en polytetrafluoroethylene
PTG	prothese totale de genou
PTH	hormone parathyroidienne (parathormone)
PTI	purpura thrombopenique idiopathique
PTINS	Pseudo-tumeurs inflammatoires idiopathiques ou non-specifiques (orbite)
PTIO	Pseudos tumeurs inflammatoires de l'orbite
pTis	Carcinome in situ (tumeur plane)
PTLD	Post-transplant lymphoproliferative disease,
PTLD	Syndrome myeloproliferatif post-transplantation
PTR	Prolapsus total du rectum
PTS	Paris-Trousseau syndrome,
PTS	Syndrome de Trousseau
PTSD / SSPT	post traumatic stress disorder, syndrome de stress post-traumatique
PTT / APTT / TCA	partial thromboplastin time, activated partial thromboplastin time, temps de cephaline activee
PTV	potentiels tardifs ventriculaires
PTVA	percutaneous transeptal ventricular assistance, assistance ventriculaire transeptale percutanee
PU	praticien universitaire
PU-PH	professeur des universites-praticien hospitalier
PUC	prothese unicompartimentale de genou
PUI	Pressaire intra-uterin
PUNLMP	Papillary urothelial neoplasm of low malignant potential,
PUNLMP	Neoplasie urotheliales papillaires a faible potentiel de malignite
PUPPP	punitic urticarial papules and plaques of pregnancy, plaques et papules prurigineuses urticariennes de la grossesse ou dermatose de la grossesse
PUUV	virus puumala (hantavirus)
PUVA	psoralene et ultraviolets (PUVA-therapie)
PV	prelevement vaginal
PVAD	percutaneous ventricular assist device, dispositif d'assistance cardiaque percutane
PVC	Pression veineuse centrale
PVE	prosthetic valve endocarditis, endocardite prothetique
PVFS	Post-viral fatigue syndrome
PVL	Panton-Valentine leucocidin,
PVL	toxine de Panton-Valentine
PVM	prolapsus de valve mitrale
PVNS	Pigmented villonodular synovitis,
PVNS	Synovite villonodulaire pigmentaire
PVP	Photoselective vaporization of prostate,
PVP	Vaporisation transuretrale photoselective de prostate
PVR	proliferation vitreo-retinienne
PVS	petite veine saphene
PWP	pulmonary wedge pressure, pression capillaire bloquee
PYMS	Pediatric Yorkhill malnutrition score,
PYMS	Evaluation de malnutrition chez les enfants (echelle 0-7)
q	bras long d'un chromosome
QALE	Query amyloid late enhancement,
QALE	Semiologie radiologique du rehaussement tardif (evaluation de l'amyloidose cardiaque par IRM)
QD	quaque die, chaque jour
QI	quotient intellectuel
QID	quatro in die, quatre fois par jour
QNS	quantite non suffisante
QRS	complexe QRS (champ electrique cellules cardiaques)
QS	question specifique
QS / QSP	quantum satis, quantite suffisante pour
QSE / QSI	quadrant supero-externe/interne
QT	segment QT
R-BAC	Rituximab - Bendamustine - Araciyine (cytarabine) - Chlorambucile
R-CHOP	Rituxan (rituximab) - Cytoxan (cyclophosphamide) - hydroxydoxorubicine - Oncovin (vincristine) - Prednisone
R-DHAP	Rituximab - Dexamethasone - Aracytine (cytarabine) - Cysplatine
RA	retrecissement aortique
RAA	rhumatisme articulaire aigu
RAB	resection anterieure basse (rectum)
RAC	retrecissement aortique calcifie
RACh	Recepteurs a l'acetylcholine
RAD	retour a domicile
RAEB-1 / RAEB-2	Refractory anemia with excess blasts,
RAEB-1 / RAEB-2	Anemie refractaire avec exces de blastes (types 1 et 2)
RAI	recherche d'anticorps (agglutines) irreguliers
RAM	rupture artificielle des membranes
RAo	retrecissement aortique
RAP	Rupture de l'anneau pelvien
RAP	resistance arterielle pulmonaire
RARP	Robot-assisted radical prostatectomy,
RARP	Prostatectomie radicale robot-assistee
RARS	Refractory anemia with ring sideroblasts,
RARS	Anemie refractaire avec sideroblastes anneles
RAST	radioallergosorbant, dosage radio-immunologique des IgE specifiques d'un allergene
RATS	robot-assisted transaxillary / thoracoscopic surgery, chirurgie thoracoscopique robot-assistee
RAU	retention aigu d'urine
RB	retinopathie diabetique
RB-ILD	respiratory bronchiolitis-interstitial lung disease,
RB-ILD	bronchiolite respiratoire avec pneumopathie interstitielle
RBD / TCSP	rem-sleep behavior disorder, trouble du comportement en sommeil paradoxal
RBHE	Rupture de la barriere hemato-encephalique
RBNP	retinopathie diabetique non proliferante
RBP	retinopathie diabetique proliferante
RBPP	retinopathie diabetique pre-proliferante
RC	remission complete
RCA	Richt coronary artery,
RCA	Artere coronaire droite
RCA	reflexe cutane abdominal
RCB	Residual cancer burden,
RCB	Stade de regression tumorale
RCF	rythme cardiaque foetal
RCH	recto-colite hemorragique
RCHT	radiochimiotherapie
RCIU / SGA	retard de croissance intra-uterine, small for gestational age
RCMD	Refractory cytopenia with multilineage dysplasia,
RCMD	Cytopenie refractaire avec dysplasie multilineaire
RCP	resume des caracteristiques du produit (mentions legales d'un medicament)
RCR	reanimation cardio-respiratoire
RCSA	Radical cryosurgical ablation of prostate,
RCSA	Prostatectomie radicale par cryochirurgie
RCTA	Rotator cuff-tear arthropathy,
RCTA	Arthropathie de la coiffe des rotateurs
RCUD	Refractory cytopenia with unilineage dysplasia,
RCUD	Cytopenie refractaire avec dysplasie unilineaire
RCUH	recto-colite ulcero-hemorragique
RCVS / SVCR	Reversible cerebral vasoconstriction syndrome,
RCVS / SVCR	Syndrome de vasoconstriction cerebrale reversible
RCX	Ramus circumflex artery,
RCX	Artere coronaire circonflexe
RDC	retour de couche
RDR	Retrograde dissection and re-entry,
RDR	Dissection retrograde et reentree (passage sous-intimal)
RDS	resection de dome saillant ou intervention de Lagrot (foie)
REM	rapid eye movement (parasomnie)
REP	resection endoscopique de prostate
REV	resection endoscopique de vessie
RF	Radiofrequence
RFC	Reserve de flux coronaire, mesure pour analyse de reperfusion microcirculatoire (rapport du flux hyperemique sur le flux de repos)
RGO / GERD / GORD	Reflux gastro-oesophagien,
RGO / GERD / GORD	Gastro-oesophageal reflux disease
Rh	Releasing hormone, Hormone de liberation
Rh	rhesus
RH	Releasing hormone, Hormone de liberation
RH	rhesus
RHAT	Rejet humoral aigu tardif
RHC	Rejet humoral chronique
RHD	regles hygieno-dietetiques
RHJ	reflux hepato-jugulaire
RI	risque infectieux
RIC	Reduced-intensity conditioning,
RIC	conditionnement a intensite reduite
RICE	repos, glace, compression, elevation
RIDT	rapid influenza diagnostic test,
RIDT	test de diagnostic rapide de la grippe
RIS	Resection inter-sphincterienne
RIVA	Ramus interventricularis anterior,
RIVA	Artere interventriculaire anterieure
RIVA	rythme idioventriculaire accelere
RL	Ringer's lactate solution,
RL	Solution de Ringer
RLS	Restless legs syndrome, syndrome des jambes sans repos
RLT / TCR / TcR	recepteur d'antigenes de lymphocyte T,
RLT / TCR / TcR	T cell receptor
RM	retrecissement mitral
RMN	Resonance magnetique nucleaire (IRM)
RMO	reference medicale opposable
RNFL	Retinal nerve fiber layer,
RNFL	Couche de fibres neuro-retiniennes
ROB	Routine obstetric visit,
ROB	Visite obstetrique de routine
ROC	Reflexe oculo-cardiaque
ROOS	Reduction ouverte et osteosynthese
ROR	Rougeole-oreillons-rubeole (vaccin)
ROSC	returne of spontaneous circulation, retablissement de circulation spontanee (apres arret cardio-respiratoire)
ROT	reflexe osteo-tendineux
ROTEM	Rotational thromboelastometry,
ROTEM	Thrombo-elastometrie rotationnelle (test viscoelastique pour diagnostic de coagulopathie)
RP	radiographie pulmonaire
RPE	retinal pigment epithelium, epithelium pigmentaire de la retine
RPM	Residu post-mictionnel
RPM	Rupture prematuree des membranes
RPT	resistance pulmonaire totale
RPTG	reprise de prothese totale de genou
RPTH	reprise de prothese totale de hanche
RR	risque relatif
RR / FR	Respiratory rate / frequence respiratoire
RRS / RSR	rythme regulier sinusal, rythme sinusal regulier
RRT	Recommended replacement time (pace maker),
RRT	Temps de remplacement recommande (pace maker)
RS3PE	Remitting seronegative symmetrical synovitis with pitting edema,
RS3PE	Tenosynovite bilaterale et symetrique des extremites
RSD	reflex sympathic dystrophy, distrophie sympathique reflexe (algoneurodystrophie ou syndrome regional douloureux complexe )
RSI	ratio standardise d'indidence (indice pour surveillance d'infections en reanimation)
RSO	rupture spontanee de l'oesophage
RSV	rous sarcoma virus
RSV / VRS	respiratory syncytial virus, virus respiratoire syncytial
rt-PA	thrombolyse intrathecale (traitement anevrisme)
rTAPP	Robotic transabdominal preperitoneal
rTARM	Robot-assisted transabdominal retromuscular,
rTARM	Reconstruction retromusculaire robot-assistee par abord transabdominal
RTE	real-time tissue elasticity, elastographie tissulaire en temps reel
RTH	Radiotherapie
rTMS	Repetitive transcranial magnetic stimulation,
rTMS	Stimulation magnetique transcranienne repetitive
rTSH / rh-TSH	Thyreotropine
RTUP	resection transuretrale de prostate
RTUV / TURV	resection transuretrale de vessie (tumeur ou polype)
RU	recherche urgente (fugue)
RU 486	medicament abortif
RUA	retention urinaire aigue
RUD	risque - urgence - dangerosite, mesure d'evaluation
RUD	radio-ulnaire distal
RVA	remplacement de valve aortique
RVAD	right ventricular assist devices, dispositif d'assistance du ventricule droit
RVF	uterus en retroversion
RVG	retroventriculaire gauche (artere)
RVM	remplacement de valve mitrale
RVOL	volume regurgitant (insuffisance aortique)
RVP	retroventriculaire posterieure (artere de reseau coronaire droit)
RVPA	retour veineux pulmonaire partiel (malformation cardiaque)
RVPB	Reduction du volume pulmonaire sous bronchoscopie
RVS	resistance vasculaire systemique
RVU	rachitisme vitamino-resistant
RVU	reflux vesico-ureteral
RX	radiographie
Rx ou Px	prescription
RxT	radiotherapie
RYGBP	Roux-en-Y gastric by-pass, derivation gastrique Roux-en-Y
S-GAP / I-GAP	Superior/inferior gluteal artery perforator flap,
S-GAP / I-GAP	Lambeau perforateur de l'artere gluteale superieure / inferieure
SA	semaines d'amenorrhee
SAAC / VSAA	(Veine) saphene accessoire anterieure de la cuisse
SAAG	Serum-ascites albumine gradient (<1.1 >=g/dl,
SAAG	Gradient d'albumine sero-ascitique
SAAV	virus Saaremaa (hantavirus)
SABA	Short acting beta agonists,
SABA	Beta agoniste a courte duree d'action
SABR	stereotactic ablative radiotherapy, radiotherapy ablative stereotaxique
SACC	stenose de l'anastomose choledoco-choledocienne (transplantation hepatique)
SACS	Syndrome d'apnees centrales du sommeil
SAD	sonde a demeure
SAE	structures antero-externes (bandelette ilio-tibiale + 1/3 ant. et moyen de la capsule)
SAF	syndrome d'alcoolisation foetale
SAfW	Swiss association for woundcare,
SAfW	Association suisse des soins de plaies
SAHOS	syndrome d'apnees/hypopnees obstructives du sommeil
SAHS	Syndrome d'apnees-hypopnees du sommeil
SAM	Systolic anterior motion, Mouvement systolique anterieur
SAM	syndrome d'activation macrophagique
SAMA	Short acting muscarinique agent,
SAMA	Recepteur  muscarinique a courte duree d'action (bronchodilatateur)
SAO2	Saturation en oxygene
SAOS	syndrome d'apnee obstructive du sommeil
SAP	sans autre precision
SAPHO	Synovite - Acne - Pustulose - Hyperostose - Osteite
SAPL / APLS / APLA	syndrome des antiphospholipides (syndrome de Soulier et Boffa), antiphospholipid antibody syndrome (Hughes' syndrome)
SAPS	Simplified acute physiology score,
SAPS	Score de gravite en soins aigus
SARM	staphylococcus aureus resistant a la meticilline
SARS	Severe acute respiratory syndrome,
SARS	Syndrome respiratoire aigu severe
SARS-CoV-2	Severe acute respiratory syndrome-Coronavirus 2,
SARS-CoV-2	Syndrome respiratoire aigu severe a coronavirus 2
SAS	syndrome d'apnees du sommeil
SASN	spondylarthropathie sero-negative
SAT	serum anti-tetanique
SAU	service d'accueil des urgences
SBC	syndrome de Budd-Chiari
SBDC	Syndrome de bas debit cardiaque
SBI	syndrome biologique inflammatoire
SBRT / RSCE	stereotactic body radiation therapy, radiotherapie stereotaxique du corps entier
SC	Stroke center,
SC	Centre pour accidents vasculaires cerebraux
SC	sous-cutane
SCA	Syndrome du compartiment abdominal
SCA	Spino-cerebellar ataxia,
SCA	Ataxie spino-cerebelleuse
SCA	syndrome coronarien aigu (moins usite)
SCBH	syndrome de Claude Bernard-Horner
SCF	stem cell factor, facteur de croissance de cellules souches
SCID	severe combined immunodeficiency,
SCID	deficits immunitaires combines severes
SCIM	Spinal cord independence measure,
SCIM	Evaluation de l'independance fonctionnelle chez les paraplegiques/tetraplegiques
SCLC	small cell lung cancer, cancer du poumon a petites cellules
SCLS	systemic capillary leak syndrome, syndrome de fuite capillaire ou maladie de Clarkson
SCM	sterno-cleido-mastoidien
SCN	staphylocoque a coagulase negative
SCOLA	Subcutaneous onlay laparoscopic approach,
SCOLA	Approche laparoscopique onlay sous-cutanee
SCOUT	Secretery cells outgrowth,
SCOUT	Developpement de cellules secretoires (tubaires)
SCP / DBS	stimulation cerebrale profonde, deep brain stimulation
SCPD	Syndromes comportementaux et psychologiques dans les demences
Scr	creatinine serique
sCR / CR / VGPR / PR	Stringent complete remission, complete remission, very good partial remission, partial remission, Qualite de reponse au traitement de myelome multiple
ScS	Sclerodermie systemique
ScScl	Sclerose systemique cutanee limitee
SD	Syndrome de deventilation
SDA	syndrome douloureux abdominal
SDC	syndrome de dysfonction cognitive
SDD	Selective digestive decontamination, Decontamination selective digestive
SDFP	syndrome douloureux femoro-patellaire
SDFT / TFS	superficial digital flexor tendon, tendon flechisseur superficiel
SDH	straight detachable head (agrafeuse)
SDHEA	sulfate de dehydroepiandrosterone, precurseur androgenique dose en cas d'hyperandrogenisme (SOPK)
SDN	salle de naissance
SDP	salle des platres
SDR	syndrome de detresse respiratoire
SDRA	syndrome de detresse respiratoire aigue (de l'adulte)
SDS	same day surgery, intervention le jour d'admission
SE	Sortie d'essai
SE	sphincterotomie endoscopique
SED	Syndrome d'Ehlers-Danlos
SEEG	stereo-electro-encephalographie
SEF	Syndrome emphyseme-fibrose
SEIPA	Syndrome d'enterocolite induite par les proteines alimentaires
SEOV	virus de Seoul (hantavirus)
SEP	sclerose en plaques
SEP / PES	Somatosensory-evoked potentials,
SEP / PES	Potentiels evoques somatosensoriels (test)
SEPS	Subfascial endoscopic perforator surgery,
SEPS	Chirurgie endoscopique des perforantes sous-fasciales
SERM	modulateurs selectifs des recepteurs aux oestrogenes (menopause)
SF	syndrome de Fanconi
SFA	souffrance foetale aigue
SFC / CFS	Syndrome de fatigue chronique, chronic fatigue syndrome
SFI	Sage-femmes
SFP	syndrome femoro-patellaire
SFTS	Severe fever with thrombocytopenia,
SFTS	Syndrome de fievre severe avec thrombocytopenie
SFU	signes fonctionnels urinaires
SFVO	Syndrome de fatigue visuelle liee a l'ordinateur
SG	Sarcome granulocytaire = sarcome myeloide
SG	semaines de grossesse
SGA / RCIU	small for gestational age, retard de croissance intra-uterin
SGB	syndrome de Guillain-Barre
SGIU	Sac gestationnel intra-uterin
SGO	sonde oro-gastrique
SGOT	glutamic oxalic transaminase (ASAT)
SGPT	glutamic pyruvic transaminase (ALAT)
SGRQ	Saint-Georges respiratory questionnaire, questions pour evaluation de dyspnee (sans score)
SGS	syndrome de Gougerot-Sjogren
SGUM	Syndrome genito-urinaire de la menopause
SH	Stapled hemorrhoidopexy,
SH	Anopexie circulaire (Longo)
SH / HHS	syndrome d'hypersensibilite, hypersensitivity syndrome
SHA	solution hydro-alcoolique
SHM/DIHS	syndrome d'hypersensibilite medicamenteuse, drug-induced hypersensitivity syndrome
SHNA	steato-hepatite non alcoolique
SHO	syndrome d'hyperstimulation ovarienne
SHP	Syndrome de l'hamulus pterygoidien
SHU	syndrome hemolytique et uremique
SHV	Syndrome d'hyperventilation
SI / SIM	soins intensifs / soins intensifs de medecine
SIAD	soins infirmiers a domicile
SiaDH	syndrome de secretion inappropriee d'hormone anti-diuretique
SIB	Syndrome inflammatoire biologique
SID	semel in die, une fois par jour
SIDA / AIDS	syndrome d'immunodeficience acquise,
SIDA / AIDS	acquired immune deficiency syndrome
SIDA / SIDP	sacro-iliaque droite anterieur / posterieur (siege)
SIDO	soins impossibles a domicile
SIDS / MSN	Sudden infant death syndrome,
SIDS / MSN	Syndrome de mort subite du nourrisson
SIEA	Superficial inferior epigastric artery flap,
SIEA	Lambeau de l'artere epigastrique inferieure superficielle,
SIEP	Superficial inferior epigastric perforator flap,
SIEP	Lambeau perforateur epigastrique inferieur superficiel
SIGA / SIGP	sacro-iliaque gauche anterieur / posterieur
SIH	systeme d'information hospitalier
SIK	simultaneous islet-kidney, greffe simultanee pancreas-ilots
SILS	single incision laparoscopic surgery, unique incision lors de chirurgie laparoscopique (cholecystectomie)
SIME	syndrome d'impatiences musculaires de l'eveil
SIO	sphincter inferieur de l'oesophage
SIR	systeme d'information de radiologie
SIRI / IRIS	Syndrome inflammatoire de restauration immunitaire,
SIRI / IRIS	Immune reconstitution inflammatory syndrome
SIRS	systemic inflammatory response syndrome, syndrome de reponse inflammatoire systemique
SIRT	Selective internal radiation therapy,
SIRT	Radio-therapie interne selective = radio-embolisation
SIU	stress urinary incontinence, incontinence urinaire d'effort
SIV	septum interventriculaire
SJSR	syndrome des jambes sans repos
SKF	syndrome de Klippel-Feil
SLA	sclerose laterale amyotrophique
SLAC	scapholunate advanced collapse, disjonction scapho-lunaire
SLAM	syndrome du ligament arque median
SLAP	superior labral anterior to posterior, lesions antero-posterieures du labrum superieur
SLD	soins de longue duree
SLEPR	Syndrome de leucoencephalopathie post-reversible
SLEWAS	Self limited epilepsy with autonomic seizures,
SLEWAS	Epilepsie auto-limitee avec crises autonomes, syndrome de Panayiotopoulos
SLG	syndrome de Lennox-Gastaut
SLI	stimulation lumineuse intermittente
SLO	Syndrome de levee d'obstacle
SLONM	sporadic late-onset nemaline myopathy,
SLONM	myopathie nemaline sporadique a debut tardif
SLOW-MOHS	ou technique de Breuninger (chirurgie micrographique avec coupes paraffinees)
